Diet_type;Recipe_name;Cuisine_type;Protein_g;Carbs_g;Fat_g;Extraction_day;Extraction_time
dash;Kale-Ing Your Way Through Meatless Monday recipes;mediterranean;12551;53214;12821;16/10/2022;20:36:19
dash;Broccoli Crescent Appetizers;mediterranean;5131;13746;3624;16/10/2022;20:36:19
dash;Chocolate Lava Cakes with Pistachio Cream;american;7017;46265;10181;16/10/2022;20:36:19
dash;Tomato Basil Sandwich with Feta Aioli;mediterranean;884;3182;976;16/10/2022;20:36:19
dash;Easy Kalamata Hummus Recipe;mediterranean;466;12528;9583;16/10/2022;20:36:19
dash;Chickadee - Spinach and Chick Peas;south american;4814;14405;3019;16/10/2022;20:36:19
dash;S'mores Martini;american;2555;20433;4222;16/10/2022;20:36:19
dash;Blueberry Almond Rum Cake;american;6975;6301;3652;16/10/2022;20:36:19
dash;Plum and Berry Crumble;american;235;29577;10702;16/10/2022;20:36:19
dash;Blue Cheese & Berry Tossed Salad;american;3801;4554;21273;16/10/2022;20:36:19
dash;Herb Meatballs with Maple Sweet and Sour;american;13657;11871;1640;16/10/2022;20:36:25
dash;Stuffed 'n Squashed Mushroom Foil Pack;mediterranean;2447;2031;183;16/10/2022;20:36:25
dash;Southern Barbecue Bowl;american;2903;9962;2899;16/10/2022;20:36:25
dash;Ham-Broccoli Strata;american;14021;13764;10647;16/10/2022;20:36:25
dash;Sunday Brunch: Deviled Kidneys on Toast Recipe;french;32079;16451;8222;16/10/2022;20:36:25
dash;My Family’s Noodle Kugel recipes;asian;21034;89181;1152;16/10/2022;20:36:25
dash;Cream of Cauliflower or Broccoli Soup;american;4484;607;9728;16/10/2022;20:36:25
dash;Middle Eastern Eggplant Salad;middle eastern;1059;5825;5607;16/10/2022;20:36:25
dash;Spanish Baked Chicken recipes;mediterranean;22828;8712;28521;16/10/2022;20:36:25
dash;Pistachio, Golden Raisin, Cardamom-Scented Pilaf;mediterranean;3236;20839;2557;16/10/2022;20:36:25
dash;Lavender-Chamomile Tequila;american;71;1430;38;16/10/2022;20:36:25
dash;Dreamy Apple Pie;american;2685;42209;24643;16/10/2022;20:36:25
dash;Beef and Mushroom Cobbler;french;8864;12987;9459;16/10/2022;20:36:25
dash;Borscht;french;2255;6076;2455;16/10/2022;20:36:25
dash;Little Neck Clams with Sungold Tomatoes;south american;7937;16999;5891;16/10/2022;20:36:25
dash;Lasagna Grilled Cheese;italian;5851;8045;7609;16/10/2022;20:36:25
dash;Quinoa-Stuffed Acorn Squash recipes;mexican;5563;2436;4909;16/10/2022;20:36:25
dash;Apple Camembert Salad;mediterranean;150;4327;5951;16/10/2022;20:36:25
dash;Samuel Adams Boston Lager Glazed Early Winter Roots;american;758;4485;9319;16/10/2022;20:36:32
dash;Greek Spaghetti Squash Toss;mediterranean;2048;608;1618;16/10/2022;20:36:32
dash;Andrew Zimmern’s Hot Crab and Artichoke Dip;mediterranean;10801;5322;15959;16/10/2022;20:36:32
dash;Cold-Poached Trout With Watercress Mayo;british;7456;5782;6687;16/10/2022;20:36:32
dash;Baked Apple Rings with Caramel Sauce;american;2058;26705;1355;16/10/2022;20:36:32
dash;Pomegranate, Cranberry & Brie Bruschetta;american;5615;14749;5878;16/10/2022;20:36:32
dash;Lemon Herb Quinoa with Hemp Seeds, Spring Peas, and Basil;south american;4743;15389;5965;16/10/2022;20:36:32
dash;Sticky Sesame Wings;chinese;24519;5622;19161;16/10/2022;20:36:32
dash;Nutted Chicken-Rice Noodle Casserole;asian;12395;23609;18942;16/10/2022;20:36:32
dash;Bbq Meatballs;american;16095;29162;1754;16/10/2022;20:36:32
dash;Bacon and Egg Sandwiches with Caramelized Onions and Arugula;american;3752;5114;7539;16/10/2022;20:36:32
dash;Fresh Fusilli and Prosciutto di Parma with a Pumpkin Cream Sauce;american;17751;34222;27506;16/10/2022;20:36:32
dash;Curried Egg Salad with Mango Chutney recipes;indian;3209;11328;3724;16/10/2022;20:36:32
dash;Creamy Bacon Cheese Grits;american;13197;29429;34682;16/10/2022;20:36:32
dash;Barbecue Baked Onion Rings;american;3223;19067;3366;16/10/2022;20:36:32
dash;Bordertown Beef and Bean Torta;mediterranean;1593;21568;18055;16/10/2022;20:36:32
dash;Broccoli Shrimp Alfredo;italian;18284;39159;20982;16/10/2022;20:36:32
dash;Old-Time Beef Stew;american;20099;6112;7278;16/10/2022;20:36:32
dash;Collard Greens Braised in Coconut Milk;south american;2176;4618;5282;16/10/2022;20:36:32
dash;Chicken Salad with Apples and Cranberries;american;7348;19244;12308;16/10/2022;20:36:32
dash;Classic Potato Latkes;kosher;2831;19921;6018;16/10/2022;20:36:39
dash;Kentucky Hot Brown Recipe;american;12328;698;29859;16/10/2022;20:36:39
dash;Smoked Trout Salad With Apples, Fennel And Creamy Horseradish Dressing;mediterranean;1351;562;7346;16/10/2022;20:36:39
dash;Marinated Flank Steak with Blue Cheese Sauce;american;13123;254;8355;16/10/2022;20:36:39
dash;Crab and Avocado Mimosa recipes;british;5588;4719;10147;16/10/2022;20:36:39
dash;Ultimate Mashed Potatoes;american;7503;36054;12902;16/10/2022;20:36:39
dash;Garlic Chive Shrimp Fried Rice With Garlic Chips;chinese;265;9549;2371;16/10/2022;20:36:39
dash;Noodles For Sunday Brunch;asian;1545;3152;2069;16/10/2022;20:36:39
dash;Turkey Re-Hash;american;14937;27283;9191;16/10/2022;20:36:39
dash;Lamb chops with blood orange and mint compote and feta mash potatos;mediterranean;5583;8418;11031;16/10/2022;20:36:39
dash;Kale and Feta Burrito;mediterranean;5353;18453;3214;16/10/2022;20:36:39
dash;The last of the good pears tart;american;1687;25514;9335;16/10/2022;20:36:39
dash;Kafta Mishwiyyeh - Lebanese Meatballs;nordic;1776;2282;22344;16/10/2022;20:36:39
dash;Cheese and Bacon Soufflé Recipe;american;12488;4001;21771;16/10/2022;20:36:39
dash;Cheesy Bruschetta Chicken;italian;27685;2372;20123;16/10/2022;20:36:39
dash;Butternut Penne with Feta and Pecans;mediterranean;8387;42177;879;16/10/2022;20:36:39
dash;Roasted Foie Gras with Apple Onion Compote;mediterranean;4399;6012;16161;16/10/2022;20:36:39
dash;Creamy Carrot Soup;french;2353;12672;3281;16/10/2022;20:36:39
dash;12th Man Hot Wings;american;80703;4917;64949;16/10/2022;20:36:46
dash;Anything-But-Clementine Clafoutis;french;3482;23719;10071;16/10/2022;20:36:46
dash;Deluxe Redeye Gravy with Pork Shoulder Picnic;american;12397;3942;12493;16/10/2022;20:36:46
dash;Loaded Organic Baked Potato with Broccoli and Cheese;italian;5969;1799;10931;16/10/2022;20:36:46
dash;Tuna Melt;american;10124;7296;4045;16/10/2022;20:36:46
dash;Grated Carrot Salad (Carottes Râpées);american;942;9242;5652;16/10/2022;20:36:46
dash;Hoisin pork with garlic & ginger greens;american;12025;7521;8117;16/10/2022;20:36:46
dash;Tarragon Corn recipes;french;1731;9628;5221;16/10/2022;20:36:46
dash;Daniel Mancini’s Pasta Fa-zool! (Fagioli);italian;14439;43736;6544;16/10/2022;20:36:46
dash;Daisy Brand Quiche;french;12622;14457;28843;16/10/2022;20:36:46
dash;Eat For Eight Bucks: Curried Yellow Split Pea Soup;american;11342;32821;4112;16/10/2022;20:36:46
dash;Coronation Chicken Rolls;south east asian;8193;2904;85517;16/10/2022;20:36:46
dash;Roasted Squash Soup with Turkey Croquettes;american;14613;26878;7729;16/10/2022;20:36:46
dash;Pineapple Fried Rice;chinese;921;29294;6335;16/10/2022;20:36:46
dash;Barbecue Chicken Legs;mediterranean;101725;24193;100207;16/10/2022;20:36:46
dash;Big Daddy's Sloppy Joe Burgers;american;11728;16456;11884;16/10/2022;20:36:46
dash;Milky Way Cake;american;7891;104158;40155;16/10/2022;20:36:46
dash;Crab Cakes;mediterranean;25731;48108;42405;16/10/2022;20:36:46
dash;Barbecue Lentils;american;2717;1325;1497;16/10/2022;20:36:52
dash;Beet Reuben;american;3957;5794;9125;16/10/2022;20:36:52
dash;Roasted Pork and Potatoes With Creamy Applesauce;american;14679;16151;4988;16/10/2022;20:36:52
dash;Veal in Savoy Cabbage with Mushroom Sauce;british;33004;18429;25512;16/10/2022;20:36:52
dash;Nana's Chocolate Sheet Cake;american;6337;111402;12262;16/10/2022;20:36:52
dash;Broccoli, Pancetta, and Parmesan Frittata;italian;7347;2299;6966;16/10/2022;20:36:52
dash;Bulgur And Freekeh Pilaf With Roasted Butternut Squash, Feta And Parsley;mediterranean;6504;28137;9495;16/10/2022;20:36:52
dash;Black Bean Jalapeno Burritos;mexican;5485;25813;5191;16/10/2022;20:36:52
dash;Prime Angus Beef Short Ribs;american;2132;1468;54299;16/10/2022;20:36:52
dash;Romaine, Celery, and Parmesan Salad;american;1431;708;2101;16/10/2022;20:36:52
dash;Lemon Chiffon Cake Recipe;american;6476;86434;20165;16/10/2022;20:36:52
dash;Chipotle Ranch Egg Salad Wraps;american;1988;5961;3948;16/10/2022;20:36:52
dash;Creamy Cucumber Chive Cups;eastern europe;3779;4616;748;16/10/2022;20:36:52
dash;Pasta Salad with Links;italian;5565;17963;9926;16/10/2022;20:36:52
dash;A Better Mug Cake - from the Oven;french;1186;9085;2746;16/10/2022;20:36:52
dash;Guacamole;mexican;133;6246;9313;16/10/2022;20:36:52
dash;Sumac-Spiced Eggplant Schnitzel Recipe;central europe;5884;2522;19533;16/10/2022;20:36:52
dash;Chicken And Avocado Salad;asian;5741;11418;23561;16/10/2022;20:36:59
dash;Vegan Nachos;american;11972;31206;13644;16/10/2022;20:36:59
dash;BBQ Chicken Tacos with Red Cabbage Slaw;mexican;8086;1734;1331;16/10/2022;20:36:59
dash;Fresh Fennel and Red Pepper Chow-Chow;italian;956;15679;7352;16/10/2022;20:36:59
dash;Jarlsberg® Cheesy Corn Muffins;british;8685;32454;22189;16/10/2022;20:36:59
dash;Creamy Clam Chowder;american;10641;1480;7036;16/10/2022;20:36:59
dash;Buttery Apple Crumble;british;4906;52835;12898;16/10/2022;20:36:59
dash;Sour Cream-Chicken Enchiladas;mexican;43475;31789;31275;16/10/2022;20:36:59
dash;Garlic Cheese Bread;italian;19849;17769;41673;16/10/2022;20:36:59
dash;Skillet Steak with Mushroom Sauce;american;9925;5882;6116;16/10/2022;20:36:59
dash;Keto Breaded Shrimp;mediterranean;15234;1296;14233;16/10/2022;20:36:59
dash;Hot Cocoa with Tipsy Peppermint Marshmallows;american;13535;5746;5275;16/10/2022;20:36:59
dash;Samuel Adams OctoberFest Soft Pretzel;american;5975;42113;3344;16/10/2022;20:36:59
dash;Garlic Cashew Chicken;south american;13032;5475;16196;16/10/2022;20:36:59
dash;Salad With Caramelized Fennel And Apples;mediterranean;2316;5526;6917;16/10/2022;20:36:59
dash;Grilled Salmon with Kale Sauté;nordic;6586;1913;420;16/10/2022;20:36:59
dash;Perfect Guacamole;mexican;964;4521;5922;16/10/2022;20:36:59
dash;Polish Style Nachos;mexican;14373;30856;26077;16/10/2022;20:36:59
dash;Quick Punjabi Dal Fry;indian;5503;15218;5174;16/10/2022;20:36:59
dash;The Ultimate Cheesecake;american;5489;43372;29148;16/10/2022;20:36:59
dash;Crustless Broccoli Quiche;french;5557;6183;4854;16/10/2022;20:37:06
dash;Old Fashioned;world;12;966;2;16/10/2022;20:37:06
dash;Grilled Chicken, Mango, and Jicama Salad with Tequila-Lime Vinaigrette;american;24716;1194;7832;16/10/2022;20:37:06
dash;Mediterranean Quinoa Bowl;mediterranean;6537;23341;7462;16/10/2022;20:37:06
dash;Smashed Raspberry Chocolate Chunk Pancakes;american;3311;16057;6397;16/10/2022;20:37:06
dash;Aunt Trish's Salad Dressing;american;1696;2542;17245;16/10/2022;20:37:06
dash;"Halibut ""Lobster"" Roll with Green Goddess Slaw";south east asian;8348;3702;4184;16/10/2022;20:37:06
dash;Tuna Melt;american;9925;7294;4035;16/10/2022;20:37:06
dash;Double Crust Cherry Pie;american;4517;54908;20112;16/10/2022;20:37:06
dash;Latke-Maki;japanese;3876;32127;21581;16/10/2022;20:37:06
dash;Sticky Sesame Wings recipes;chinese;24519;5622;19161;16/10/2022;20:37:06
dash;Spinach-and-Watermelon Salad;middle eastern;954;7132;883;16/10/2022;20:37:06
dash;Rigatoni with Kale Pesto;italian;10029;38232;14804;16/10/2022;20:37:06
dash;Butternut Buttermilk Biscuits;american;479;36429;12487;16/10/2022;20:37:06
dash;Tiny Meat Cakes (Bolos de Carne);mexican;10098;2694;5947;16/10/2022;20:37:06
dash;Hamburger And Macaroni;italian;13567;75761;12041;16/10/2022;20:37:06
dash;Game Day Chicken Wings;american;2792;2112;4695;16/10/2022;20:37:06
dash;Goodbye Summer Salad;american;6048;545;10275;16/10/2022;20:37:06
dash;Tomato and Shrimp Stew;american;11764;15372;3416;16/10/2022;20:37:06
dash;Mexi-Latkes recipes;kosher;313;18224;26475;16/10/2022;20:37:13
dash;Tulsi Tamatar Shorba;mediterranean;1374;8225;3829;16/10/2022;20:37:13
dash;Shrimp “Egg Roll” Stir Fry;chinese;2722;224;80;16/10/2022;20:37:13
dash;Gluten-Free Winter Squash Gnocchi recipes;italian;1982;13794;4356;16/10/2022;20:37:13
dash;Kid Friendly Pasta Salad;american;12147;28211;22164;16/10/2022;20:37:13
dash;Southwestern Breakfast Tostadas;american;2953;4708;234;16/10/2022;20:37:13
dash;Elliott's Easy Chocy Pudding;british;2726;18863;8685;16/10/2022;20:37:13
dash;Spicy, Peanutty Udon with Kale;american;3254;8566;3511;16/10/2022;20:37:13
dash;Always Wonderful Refried Bean Dip;mexican;14819;43635;2294;16/10/2022;20:37:13
dash;The Ultimate Cheesecake;american;6834;44295;36914;16/10/2022;20:37:13
dash;Grilled Burgers with Curry Mustard;american;8313;11024;8321;16/10/2022;20:37:13
dash;Stuffed Potatoes With Mushrooms;nordic;4773;26316;5928;16/10/2022;20:37:13
dash;Grilled Flat Iron Steak with Pistachio Pesto Butter;italian;17512;1327;31923;16/10/2022;20:37:13
dash;Lasagna Bella;italian;7758;8252;4557;16/10/2022;20:37:13
dash;Asian Ketchup – “Cheater Method”;asian;1945;14657;888;16/10/2022;20:37:13
dash;Lightened-Up Chicken Caesar Platter recipes;mediterranean;5104;2635;8395;16/10/2022;20:37:13
dash;Individual Cherry Almond Crisps;french;3922;52616;34295;16/10/2022;20:37:13
dash;Hot Brown Burgers Recipe;american;14668;7399;36977;16/10/2022;20:37:13
dash;Red Wine-Braised Lentils With (Veggie) Sausage;british;5344;1443;3119;16/10/2022;20:37:19
dash;Kiddie (Goat) Stew;french;42302;9736;13129;16/10/2022;20:37:19
dash;Jane's Crab Cakes;american;18027;3727;1672;16/10/2022;20:37:19
dash;Steak with Smothered Caramelized Onion (Bistec Encebollado);american;19247;5095;39312;16/10/2022;20:37:19
dash;Mocha Buttercream Cake recipes;american;786;116697;42607;16/10/2022;20:37:19
dash;No-Bake Orange And Cream Pie;american;3703;42578;28512;16/10/2022;20:37:19
dash;Chocolate Whiskey Tangerine Pie;american;814;53383;40952;16/10/2022;20:37:19
dash;Posole;american;9916;834;3692;16/10/2022;20:37:19
dash;Tilapia with a Neo-Soul Touch;mediterranean;8756;1216;1251;16/10/2022;20:37:19
dash;Slow Cooker Shredded Pork with 'Skillet Apples';american;25577;19943;16089;16/10/2022;20:37:19
dash;Chocolate Waffles with a Fresh Raspberry Syrup;american;5818;41701;22063;16/10/2022;20:37:19
dash;Cook the Book: Cherry Tomato and Tofu Salad;asian;5628;2064;4931;16/10/2022;20:37:19
dash;Gina's Simple Lemon Bars;american;5498;59501;19204;16/10/2022;20:37:19
dash;Sweet Potato Casserole Trifle Recipe;american;3971;37761;41427;16/10/2022;20:37:19
dash;Steamed Meat Bao with Preserved Vegetables;american;9555;23464;7952;16/10/2022;20:37:19
dash;Turkey Meatballs;american;17134;5853;9237;16/10/2022;20:37:19
dash;Asparagus Wrapped in Prosciutto;italian;7741;124;9655;16/10/2022;20:37:19
dash;Loco Moco;mexican;16331;8029;34656;16/10/2022;20:37:26
dash;Not Red Velvet Cake With Fudge Glaze;american;6486;73698;24218;16/10/2022;20:37:26
dash;Summer Melon and Ham Salad with Burrata and Chile;italian;4986;13998;6323;16/10/2022;20:37:26
dash;Warm German Potato Salad;central europe;6359;17398;1403;16/10/2022;20:37:26
dash;Spinach-Turkey Roll-Ups;american;2847;715;2542;16/10/2022;20:37:26
dash;Vegetarian Green Chile Recipe;mexican;934;5288;228;16/10/2022;20:37:26
dash;Fal Harvest Quinoa Salad;american;2864;15766;4275;16/10/2022;20:37:26
dash;Cook the Book: Tomato, Montrachet, and Basil Salad;american;1344;5088;6442;16/10/2022;20:37:26
dash;Frozen Pina Colada with Mango Puree;world;549;11769;1374;16/10/2022;20:37:26
dash;Dreamy Apple Pie recipes;american;2663;48385;2463;16/10/2022;20:37:26
dash;Chocolate Cream Puffs with Salted Caramel Custard Filling;american;627;58839;23507;16/10/2022;20:37:26
dash;Cherry Almond Crisp;american;4943;65046;34601;16/10/2022;20:37:26
dash;Catfish with Red Pepper Sauce;american;2106;1943;3477;16/10/2022;20:37:26
dash;Restorative Turmeric Elixir;mediterranean;182;2921;58;16/10/2022;20:37:26
dash;Bake Me Crazy Chicken with Gravy;american;14568;7657;12532;16/10/2022;20:37:26
dash;Strawberry Goat Cheese Oat Pie with Whipped Goat Cheese;american;7035;17417;15967;16/10/2022;20:37:33
dash;Lime Caesar Salad;american;269;4345;9048;16/10/2022;20:37:33
dash;Couscous with Mushrooms & Sun-Dried Tomatoes;italian;5157;23783;1224;16/10/2022;20:37:33
dash;Cream of Spinach Bake;american;3864;3586;4298;16/10/2022;20:37:33
dash;Sweet Challah;french;6196;35483;6053;16/10/2022;20:37:33
dash;Brussels Sprout Stir Fry With Egg, Chilli, Ginger And Garlic;chinese;3652;30637;2463;16/10/2022;20:37:33
dash;Classic Shrimp Roll;american;11587;13285;3484;16/10/2022;20:37:33
dash;Red Pepper-and-Pear Soup;french;3413;16031;4542;16/10/2022;20:37:33
dash;Chicken and Dumplings;american;27406;13461;21106;16/10/2022;20:37:33
dash;Black Cat Sandwich Cookies;american;2935;43088;10986;16/10/2022;20:37:33
dash;"101 ""Whaler"" Fish Sandwich";american;16686;2910;20696;16/10/2022;20:37:33
dash;Seafood Soup;american;7067;7008;764;16/10/2022;20:37:33
dash;Early Girl Tomato Soup;french;722;3334;266;16/10/2022;20:37:33
dash;Spiced Carrot-Butternut Squash Soup with Pine Nut Cream;american;300;11645;11606;16/10/2022;20:37:33
dash;Vanilla Date Pudding;british;3876;34376;9442;16/10/2022;20:37:33
dash;Sweet 'N Spicy Red Eye Ham Steaks With Cheese Grits And Seared Chard;american;21537;17229;17402;16/10/2022;20:37:33
dash;Apple-Cranberry Crumb Pie;american;1361;57856;2503;16/10/2022;20:37:33
dash;The Addictive Pot Stickers;chinese;20427;30345;11041;16/10/2022;20:37:33
dash;PB 'n Chocolate Bread Pudding Bonanza;british;4347;18605;5866;16/10/2022;20:37:33
dash;Time for a Drink: the 151 Swizzle Recipe;british;1;1231;2;16/10/2022;20:37:40
dash;Turkey Meatball Sandwich;american;16952;20171;13074;16/10/2022;20:37:40
dash;cream of tomato soup with orzo;american;4034;15442;6138;16/10/2022;20:37:40
dash;Beet Spinach Salad (Mint And Raspberries);middle eastern;99;5934;557;16/10/2022;20:37:40
dash;Gertie’s Crab Cakes;mediterranean;8864;161;11992;16/10/2022;20:37:40
dash;Date Butterscotch Pancakes;american;4075;33086;1820;16/10/2022;20:37:40
dash;Baked Chicken Tenders;american;14256;22686;28638;16/10/2022;20:37:40
dash;Stuffed Main Lobster;american;3402;19557;15858;16/10/2022;20:37:40
dash;Quick Chicken Cacciatore;italian;9361;5165;2534;16/10/2022;20:37:40
dash;Salisbury Steak with Onion Gravy;american;20791;10043;19549;16/10/2022;20:37:40
dash;Chicken Souvlaki Salad;mediterranean;10526;4211;9652;16/10/2022;20:37:40
dash;Drink the Book: The Dahlgren Recipe;world;183;9439;7;16/10/2022;20:37:40
dash;Individual Cherry Almond Crisps recipes;american;4943;65046;34601;16/10/2022;20:37:40
dash;Soba Noodle Broth with Chicken;asian;8796;13687;340;16/10/2022;20:37:40
dash;Mini Vanilla Scones with Vanilla Bean Glaze;british;5495;93712;26276;16/10/2022;20:37:40
dash;Smoky Pear & Ginger Margarita;world;68;246;24;16/10/2022;20:37:46
dash;Butternut Squash Soup with Spiced Seeds;american;3932;2157;5978;16/10/2022;20:37:46
dash;Creamy Stove-Top Mac and Cheese;american;17047;40464;24526;16/10/2022;20:37:46
dash;Scrambled Egg Burritos;mexican;2404;6254;3316;16/10/2022;20:37:46
dash;Leek And Comté Tartlets;french;3184;3897;6842;16/10/2022;20:37:46
dash;Blue Cheese-Topped Steaks;american;9869;1643;9404;16/10/2022;20:37:46
dash;Easy Green Gazpacho;mediterranean;169;8824;835;16/10/2022;20:37:46
dash;Citrus Dressing and Arugula Salad;mediterranean;3327;9371;25259;16/10/2022;20:37:46
dash;Chicken and Onion Kebabs;american;18538;1678;3671;16/10/2022;20:37:46
dash;Beef Stew In Red Wine Sauce;american;22775;9607;13991;16/10/2022;20:37:46
dash;Quick Paella;american;13915;44248;5434;16/10/2022;20:37:46
dash;Classic Chicken Parmigiana;italian;31039;15883;9856;16/10/2022;20:37:46
dash;Scoopy Salmon Salad;nordic;4055;132;904;16/10/2022;20:37:46
dash;Mini Grilled Artichoke Hearts with Low Fat Spinach and Artichoke Dip;mediterranean;9058;10723;7204;16/10/2022;20:37:46
dash;Christmas Eve Seafood Salad;mediterranean;42173;8336;6974;16/10/2022;20:37:46
dash;Hazelnut-Pear Soufflé Recipe;french;4306;41115;5188;16/10/2022;20:37:46
dash;Potato, Porcini And Squash Gratin;french;8874;25269;18456;16/10/2022;20:37:53
dash;Ceviche-Style Shrimp and Chips;south american;7492;10851;4339;16/10/2022;20:37:53
dash;Shrimp Cocktail recipes;american;2852;11427;339;16/10/2022;20:37:53
dash;Easy cucumber peanut salad--Thai style;south east asian;3942;9291;5235;16/10/2022;20:37:53
dash;Fresh Tomato Pie;italian;6968;13983;16417;16/10/2022;20:37:53
dash;Oven-Roasted Spicy Potatoes and Glazed Carrots;italian;5995;65114;11113;16/10/2022;20:37:53
dash;Baked Alaskas;french;11508;31214;6599;16/10/2022;20:37:53
dash;Bread Salad;american;4409;15384;8603;16/10/2022;20:37:53
dash;Spanish Chicken;mediterranean;25259;21732;21323;16/10/2022;20:37:53
dash;Pumpkin Spice-Cream;american;7333;35116;9191;16/10/2022;20:37:53
dash;Broccoli Biscuit Squares;american;20094;19397;23572;16/10/2022;20:37:53
dash;Sweet Jewel Box Cookies;italian;5463;54354;19701;16/10/2022;20:37:53
dash;Garlic roasted potato and spinach (or cauliflower) curry;south east asian;4031;2414;1476;16/10/2022;20:37:53
dash;Classic Wedge Salad with Blue Cheese Dressing recipes;mediterranean;4253;3013;1543;16/10/2022;20:37:53
dash;Candied Sweet Potato Ricotta Tart;south american;3828;17953;11732;16/10/2022;20:37:53
dash;Brown Butter Pecan Pie;american;8146;86034;46321;16/10/2022;20:37:53
dash;Fresh Crab Springrolls;south east asian;12964;19843;12216;16/10/2022;20:37:53
dash;Flank Steak Tostadas;south american;679;11446;5453;16/10/2022;20:37:53
dash;Fallen Chocolate Cake with Cherry Red Wine Sauce;french;6383;57987;9945;16/10/2022;20:38:00
dash;Blackened Catfish;indian;10098;2168;15519;16/10/2022;20:38:00
dash;Ropa Vieja;caribbean;38012;7855;28835;16/10/2022;20:38:00
dash;Chicken Parmesan with Broccolini;italian;7021;4105;3067;16/10/2022;20:38:00
dash;Sopa de Lima - Mexican Chicken Lime Soup;mexican;17981;10155;10695;16/10/2022;20:38:00
dash;Les Oeufs Jeannette;american;5071;1405;12247;16/10/2022;20:38:00
dash;The Kale Mary Recipe;american;526;1406;101;16/10/2022;20:38:00
dash;Hot Fudge Hat;american;4021;44235;21356;16/10/2022;20:38:00
dash;Thai Beef Salad;south east asian;10525;7869;6746;16/10/2022;20:38:00
dash;Paula Deen's Crab and Spinach Casserole;italian;2483;16704;14731;16/10/2022;20:38:00
dash;Chilli Paneer;indian;5834;9707;2016;16/10/2022;20:38:00
dash;Salmon and Asparagus Wraps;nordic;3632;5909;1208;16/10/2022;20:38:00
dash;Apple Spinach Salad With Zippy Dressing;mediterranean;1344;7506;4669;16/10/2022;20:38:00
dash;Sweet Potato & Spinach Dal;central europe;6147;1755;3164;16/10/2022;20:38:00
dash;Chicken Salad with Asian Vinaigrette;asian;10851;3119;3927;16/10/2022;20:38:00
dash;Fusilli with Basil Shiso Parmigiano-Reggiano Pesto;italian;3463;8123;10217;16/10/2022;20:38:00
dash;Asian Meatballs with Shitake Mushrooms recipes;japanese;983;4913;685;16/10/2022;20:38:00
dash;Veggie-Filled Burgers;nordic;9174;11789;3723;16/10/2022;20:38:07
dash;Vegan Mediterranean Pita Pockets;american;12028;19728;11553;16/10/2022;20:38:07
dash;Smokey Red Pepper Risotto with Pimentón;italian;7501;30704;3342;16/10/2022;20:38:07
dash;Giant Beans Baked with Sorrel;american;353;14708;22391;16/10/2022;20:38:07
dash;Rosemary Cauliflower Soup;french;1792;9484;4129;16/10/2022;20:38:07
dash;Greek Lemon Soup —Avgolemono;mediterranean;8364;21201;2648;16/10/2022;20:38:07
dash;Grits and Sausage Casserole;italian;8886;13481;917;16/10/2022;20:38:07
dash;Lemon Rosemary Scones;british;5752;94819;28525;16/10/2022;20:38:07
dash;Big Blue Buffalo Jala' Poppers;american;4399;7868;457;16/10/2022;20:38:07
dash;My Caesar Salad;american;392;9625;17876;16/10/2022;20:38:07
dash;Banana Chocolate Chip Cake;american;6067;65283;17661;16/10/2022;20:38:07
dash;Rhubarb Berry Pie;central europe;1694;27556;6179;16/10/2022;20:38:07
dash;Southern Yellow-Squash Casserole;italian;17247;37115;32463;16/10/2022;20:38:07
dash;Trout Parmesan;french;41833;3477;51937;16/10/2022;20:38:07
dash;Ham and Cheese Chicken;italian;16725;2717;5389;16/10/2022;20:38:07
dash;The Ultimate Fully-Loaded Bloody Mary Recipe;world;169;833;55;16/10/2022;20:38:07
dash;Tomato, Cucumber, and Fresh Herb Salad;mediterranean;3489;5287;1350;16/10/2022;20:38:07
dash;Sweet & Savory Peach Tart;american;2944;16903;16426;16/10/2022;20:38:07
dash;Cajun BBQ Chicken;american;11101;13557;3895;16/10/2022;20:38:13
dash;Slow-Cooked Venison;french;42307;14948;10345;16/10/2022;20:38:13
dash;English Pea Salad;british;12512;27604;14907;16/10/2022;20:38:13
dash;Pasta Salad with Tomatoes and Grilled Salmon;nordic;24323;32871;14412;16/10/2022;20:38:13
dash;Ginger Tofu Stir-Fry;asian;2831;3949;3586;16/10/2022;20:38:13
dash;Mushroom Pie;british;7584;11214;19446;16/10/2022;20:38:13
dash;Susan Feniger's Kaya Toast;south east asian;3943;24145;9503;16/10/2022;20:38:13
dash;Rustic Plum-and-Almond Tart;french;4282;34154;6627;16/10/2022;20:38:13
dash;Pull-Apart Bread;american;8182;123887;24868;16/10/2022;20:38:13
dash;Caesar Salad with Baby Romaine;mexican;4673;11264;8906;16/10/2022;20:38:13
dash;Homemade Ranch Dressing;american;643;1216;20169;16/10/2022;20:38:13
dash;Red berry fruit compote (German rote grütze);american;3432;19614;3701;16/10/2022;20:38:13
dash;Herring and Apple Salad;british;9893;4422;5224;16/10/2022;20:38:13
dash;Christmas chocolate yule log;nordic;8129;78782;52549;16/10/2022;20:38:13
dash;Grilled Vegetable Sandwiches;mediterranean;5031;19905;8123;16/10/2022;20:38:13
dash;Double Winter Delights;middle eastern;3647;9683;3548;16/10/2022;20:38:13
dash;Tomatoey Shrimp and Polenta;italian;6131;9914;1523;16/10/2022;20:38:13
dash;Chop-Chop Beef Stir-Fry;chinese;3466;2515;2212;16/10/2022;20:38:13
